ID,Price,Levy,Manufacturer,Model,Production Year,Category,Leather interior,Fuel type,Engine volume(Turbo),Mileage(Km),Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45451626,17876,585,HYUNDAI,Elantra sport limited,2013,Sedan,Yes,Petrol,1.8,117920,4,Tiptronic,Front,4,Left wheel,Grey,12
45648000,862,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,130478,4,Automatic,Front,4,Left wheel,White,12
45796845,21395,781,HYUNDAI,H1,2012,Universal,Yes,Diesel,2.5,166144,4,Automatic,Front,4,Left wheel,Silver,4
45733140,15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,258706,4,Automatic,Front,4,Left wheel,Silver,4
45762282,627,475,CHEVROLET,Volt,2012,Jeep,Yes,Hybrid,1.4,188419,4,Automatic,Front,4,Left wheel,Red,0
44875253,11917,0,MERCEDES-BENZ,A 170,2008,Hatchback,No,Petrol,1.7,180000,4,Automatic,Front,4,Left wheel,Golden,8
45729867,35927,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,137267,4,Automatic,Front,4,Left wheel,Silver,4
45801397,21012,308,TOYOTA,Prius,2014,Sedan,No,Hybrid,1.8,160000,4,Automatic,4x4,4,Left wheel,White,4
45802035,15624,707,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,2,107005,4,Automatic,Front,4,Left wheel,Grey,4
45751101,5488,1273,INFINITI,QX60,2015,Jeep,Yes,Petrol,3.5,124154,6,Automatic,4x4,4,Left wheel,Black,12
45801611,20005,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,104997,4,Automatic,Front,4,Left wheel,White,4
45792460,36110,924,VOLKSWAGEN,Passat,2017,Sedan,Yes,Petrol,1.8,27728,6,Tiptronic,Front,4,Left wheel,Silver,8
45675386,29479,584,MERCEDES-BENZ,C 250,2014,Sedan,Yes,Petrol,1.8,69000,4,Tiptronic,Rear,4,Left wheel,Grey,8
45795520,17249,0,TOYOTA,Camry,2011,Sedan,Yes,Hybrid,2.5,152000,4,Variator,Front,4,Left wheel,White,12
45778720,9408,0,TOYOTA,Vitz funkargo,2003,Universal,No,Petrol,1.5,181926,4,Automatic,4x4,4,Right-hand drive,Silver,2
45808583,627,915,AUDI,A6,2014,Sedan,Yes,Petrol,3,164488,6,Automatic,4x4,4,Left wheel,Silver,12
45395938,21950,831,FORD,Transit,2011,Goods wagon,No,Diesel,2.4,125000,4,Manual,4x4,4,Left wheel,White,2
45810208,706,475,FIAT,500,2012,Hatchback,Yes,Petrol,1.4,164574,4,Automatic,Front,4,Left wheel,Red,12
45766275,3136,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,156992,4,Automatic,Front,4,Left wheel,Black,12
45793479,31500,0,NISSAN,Pathfinder,2010,Jeep,Yes,LPG,4,90200,6,Tiptronic,4x4,4,Left wheel,Black,12
43390500,20385,0,MITSUBISHI,Delica,2005,Minivan,Yes,Petrol,3,184000,6,Automatic,4x4,4,Right-hand drive,White,12
45776494,7840,0,MERCEDES-BENZ,Vaneo,2004,Universal,No,LPG,1.9,170000,4,Tiptronic,Front,4,Left wheel,Silver,4
45813281,1490,639,VOLKSWAGEN,Jetta,2014,Universal,Yes,Diesel,2,113214,4,Automatic,Front,4,Left wheel,Grey,12
45788160,13172,0,HONDA,Cr-v,2002,Jeep,No,Petrol,2.4,260000,4,Automatic,4x4,4,Left wheel,Silver,6
45776729,19757,0,NISSAN,Patrol Y60,1990,Jeep,No,Diesel,2.8,222222,4,Manual,Rear,4,Left wheel,Black,0
45815974,706,751,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,175827,4,Automatic,Front,4,Left wheel,Black,12
45773662,5802,1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,107800,6,Automatic,Rear,4,Left wheel,Grey,12
45767823,25716,777,TOYOTA,Camry,2014,Sedan,No,Petrol,2.5,115200,4,Automatic,Front,4,Left wheel,Silver,8
45810599,14426,642,CHEVROLET,Orlando,2012,Jeep,Yes,LPG,2,132036,4,Automatic,Front,4,Left wheel,White,4
45709646,10820,0,TOYOTA,RAV 4,2001,Jeep,No,Petrol,2,91000,4,Automatic,4x4,2,Right-hand drive,Silver,4
45816333,11917,893,HYUNDAI,I30,2008,Hatchback,No,Diesel,1.6,201000,4,Manual,Front,4,Left wheel,Black,8
45791663,3700,0,ALFA ROMEO,147,2001,Coupe,Yes,Petrol,1.8,240000,4,Manual,Front,2,Left wheel,Black,4
45816588,15681,0,SUZUKI,Grand Vitara,2008,Jeep,No,Petrol,1.6,98000,4,Automatic,4x4,2,Left wheel,Black,12
45813342,6586,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,122302,4,Automatic,Front,4,Left wheel,Black,0
45798451,12544,0,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,140000,4,Automatic,Front,4,Left wheel,Beige,6
45803832,30063,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,120000,4,Automatic,Front,4,Left wheel,White,4
44782223,36692,0,TOYOTA,RAV 4 XLE Sport,2013,Jeep,No,Petrol,2.5,120000,4,Tiptronic,Front,4,Left wheel,White,0
45453314,12231,1266,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,1.5,66000,4,Variator,Front,4,Right-hand drive,Silver,4
45783494,10663,0,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,1.8,230000,4,Variator,Front,4,Left wheel,Grey,6
45809193,5620,447,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.3,110467,4,Automatic,Front,4,Left wheel,White,4
45095136,9408,1111,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,64000,4,Variator,Front,4,Right-hand drive,Black,4
45781861,15367,640,VOLKSWAGEN,Passat,2013,Sedan,Yes,Diesel,2,179200,4,Tiptronic,Front,4,Left wheel,White,16
45731459,26594,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,179918,4,Automatic,Front,4,Left wheel,Silver,4
45536422,36065,779,TOYOTA,Avalon LIMITED,2013,Sedan,Yes,Hybrid,2.5,92200,4,Tiptronic,Front,4,Left wheel,Beige,12
45742092,26343,730,KIA,Cerato K3,2016,Sedan,Yes,Diesel,1.6,29000,4,Tiptronic,Front,4,Left wheel,Silver,8
45788888,6000,0,JEEP,Grand Cherokee,1993,Jeep,No,Petrol,4,240000,6,Automatic,4x4,4,Left wheel,Green,5
45506452,14000,585,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,50000,4,Tiptronic,Front,4,Left wheel,Grey,10
45809707,17923,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,127842,4,Automatic,Front,4,Left wheel,White,4
45761379,10349,0,OPEL,Astra G,2003,Hatchback,No,Petrol,1.6,180000,4,Manual,Front,4,Left wheel,Silver,6
45799440,8154,0,TOYOTA,Ist,2002,Hatchback,No,Petrol,1.3,115000,4,Automatic,Front,4,Right-hand drive,Silver,7
45813708,7527,640,VOLKSWAGEN,Passat,2013,Sedan,Yes,Diesel,2,132310,4,Automatic,Front,4,Left wheel,Grey,12
45813166,3450,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,60762,4,Automatic,Front,4,Left wheel,White,12
45804525,22063,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,142264,4,Automatic,Front,4,Left wheel,White,4
45656681,2901,503,HONDA,Civic,2012,Sedan,Yes,Hybrid,1.5,146403,4,Automatic,Front,4,Left wheel,White,0
45812738,4704,585,TOYOTA,Corolla,2013,Sedan,Yes,Petrol,1.8,227371,4,Automatic,Front,4,Left wheel,Silver,12
45754449,5331,0,VOLKSWAGEN,Passat,2002,Sedan,Yes,Petrol,2.8,175000,6,Manual,Front,4,Left wheel,Grey,6
45634846,941,642,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Diesel,2,203440,4,Automatic,Front,4,Left wheel,Black,12
45809446,16900,502,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,70000,4,Automatic,Front,4,Left wheel,Blue,4
45315594,18189,0,NISSAN,Rogue,2010,Jeep,Yes,Petrol,2.5,122000,4,Automatic,4x4,4,Left wheel,Silver,4
45789380,5331,0,MAZDA,MPV,2000,Minivan,No,Petrol,2.5,127000,4,Automatic,Front,4,Left wheel,Green,4
45813976,15524,586,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,122324,4,Automatic,Front,4,Left wheel,Red,7
45636297,17249,0,BMW,530,2007,Sedan,Yes,Petrol,3,111111,6,Tiptronic,Rear,4,Left wheel,Grey,10
45636962,862,333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,186048,4,Automatic,Front,4,Left wheel,Black,0
45797238,28909,831,HYUNDAI,Elantra,2017,Sedan,Yes,Diesel,1.6,98000,4,Automatic,Front,4,Left wheel,White,4
45803460,14426,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,169024,4,Automatic,Front,4,Left wheel,White,4
45769197,30734,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,200179,6,Automatic,4x4,4,Left wheel,Black,12
45787509,22580,779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,156666,4,Automatic,Front,4,Left wheel,Black,12
45760052,862,259,CHEVROLET,Volt,2014,Jeep,Yes,Hybrid,1.4,133195,4,Automatic,Front,4,Left wheel,Black,0
45809244,7464,247,HONDA,FIT,2014,Hatchback,Yes,Hybrid,1.3,114950,4,Automatic,Front,4,Left wheel,Blue,4
45771034,1333,1091,FORD,Fusion,2016,Sedan,Yes,Petrol,2.5,154850,4,Automatic,Front,4,Left wheel,Black,12
45787608,7683,0,NISSAN,Tiida,2006,Sedan,Yes,CNG,1.8,200000,4,Variator,Front,4,Left wheel,Silver,2
45771597,22266,0,FORD,Fusion,2013,Sedan,Yes,Petrol,1.6,85500,4,Automatic,Front,4,Left wheel,Black,8
45815469,16308,0,FORD,Transit,2008,Microbus,No,Diesel,2.2,180000,4,Manual,Front,4,Left wheel,White,2
45539130,17719,0,TOYOTA,Camry,2009,Sedan,Yes,Hybrid,2.4,92000,4,Tiptronic,Front,4,Left wheel,Sky blue,8
44810053,20385,738,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4,42000,4,Tiptronic,Front,6,Left wheel,Black,12
45622835,8781,0,NISSAN,Elgrand,1998,Minivan,Yes,Diesel,3.2,230000,4,Automatic,4x4,4,Right-hand drive,White,4
45802041,15241,707,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,2,117492,4,Automatic,Front,4,Left wheel,Grey,4
45635110,2587,382,FORD,Fusion,2015,Sedan,Yes,Hybrid,2,88795,4,Automatic,Front,4,Left wheel,Black,0
45793323,27911,0,MERCEDES-BENZ,C 250,2014,Sedan,Yes,Petrol,1.8,70000,4,Tiptronic,Rear,4,Left wheel,Beige,8
45766543,4861,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,136861,4,Automatic,Front,4,Left wheel,Blue,12
45782548,29793,0,MERCEDES-BENZ,S 350,2005,Sedan,Yes,Petrol,3.5,263000,4,Automatic,Rear,4,Left wheel,Black,0
45797924,18208,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,95665,4,Automatic,Front,4,Left wheel,Grey,4
44006324,34497,779,TOYOTA,RAV 4 Le,2013,Jeep,No,Petrol,2.5,65350,4,Tiptronic,Front,4,Left wheel,White,12
45725280,7840,0,MERCEDES-BENZ,C 200,2001,Sedan,Yes,CNG,2,140000,4,Manual,Rear,4,Left wheel,Black,4
45800731,18817,738,CHEVROLET,Cruze,2017,Hatchback,Yes,Petrol,1.4,29094,4,Automatic,Front,4,Left wheel,Grey,0
45813862,4861,382,FORD,Fusion,2015,Sedan,Yes,Hybrid,2,148709,4,Automatic,Front,4,Left wheel,Red,12
45342484,37320,1055,MERCEDES-BENZ,E 350 ამგ,2013,Sedan,Yes,Petrol,3.5,156800,4,Tiptronic,4x4,4,Left wheel,Black,12
45751145,706,1017,FORD,Escape,2017,Jeep,Yes,Petrol,2,251430,4,Automatic,Front,4,Left wheel,Blue,12
45797233,36426,880,HYUNDAI,Elantra,2018,Sedan,Yes,LPG,1.6,35643,4,Automatic,Front,4,Left wheel,White,4
45787913,8467,0,HONDA,Civic,2006,Hatchback,No,Petrol,1.8,250000,4,Manual,Front,4,Right-hand drive,Grey,4
45798480,7840,0,MERCEDES-BENZ,CLK 320,2000,Coupe,Yes,Petrol,3.2,255000,6,Tiptronic,Rear,2,Left wheel,Silver,4
45752253,12701,900,HONDA,Cr-v,2015,Jeep,Yes,Petrol,2.4,117158,4,Automatic,Front,4,Left wheel,White,12
45751820,1176,639,MITSUBISHI,Colt Lancer,2014,Hatchback,Yes,Petrol,2,136634,4,Automatic,Front,4,Left wheel,Silver,12
45793536,12231,0,HYUNDAI,Elantra,2013,Coupe,No,Petrol,1.8,77000,6,Manual,Front,2,Left wheel,Beige,0
45776871,5802,988,TOYOTA,Prius,2007,Hatchback,Yes,Hybrid,1.5,140000,4,Variator,Front,4,Left wheel,Green,12
45767606,1882,442,TOYOTA,Prius,2017,Sedan,Yes,Hybrid,1.8,47672,4,Automatic,Front,4,Left wheel,White,12
45706976,11290,0,HONDA,FIT,2013,Sedan,No,Hybrid,1.3,145000,4,Automatic,Front,4,Right-hand drive,Silver,8
45792706,14426,0,TOYOTA,Camry,2006,Sedan,Yes,Hybrid,2.4,188800,4,Variator,Front,4,Left wheel,Grey,8
45543235,36065,1051,MITSUBISHI,Outlander,2016,Jeep,Yes,Petrol,2.4,39000,4,Variator,Front,4,Left wheel,Silver,12
45749598,27284,0,TOYOTA,Camry SE,2014,Sedan,Yes,Petrol,2.5,52000,4,Tiptronic,Front,4,Left wheel,Black,12
45617361,21639,1091,SUBARU,Forester,2016,Jeep,No,Petrol,2.5,34000,4,Variator,4x4,4,Left wheel,White,7
45797343,7840,790,HYUNDAI,I30,2009,Hatchback,Yes,Petrol,1.6,140000,4,Automatic,Front,4,Left wheel,Silver,4
45815372,7840,0,MERCEDES-BENZ,E 200,1998,Sedan,No,CNG,2,180003,4,Manual,Rear,4,Left wheel,Black,4
45804791,24198,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,124000,4,Automatic,Front,4,Left wheel,Silver,4
45809396,25365,502,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,34682,4,Automatic,Front,4,Left wheel,Grey,4
45756945,31361,639,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2,62000,4,Tiptronic,Front,4,Left wheel,White,12
45797127,4704,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Diesel,1.6,54279,4,Automatic,Front,4,Left wheel,Silver,4
45809778,12720,645,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,135759,4,Automatic,Front,4,Left wheel,Grey,4
45804848,26372,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,120534,4,Automatic,Front,4,Left wheel,Silver,4
45786770,13485,0,BMW,X5,2003,Jeep,Yes,LPG,3,189000,6,Tiptronic,4x4,4,Right-hand drive,Black,10
45730143,25591,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,140000,4,Automatic,Front,4,Left wheel,White,4
45814808,6429,1211,MERCEDES-BENZ,C 300,2010,Sedan,Yes,Petrol,3,108517,6,Automatic,4x4,4,Left wheel,White,12
45808996,8097,790,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,130000,4,Automatic,Front,4,Left wheel,Black,4
45624104,12231,574,HONDA,Insight,2010,Sedan,No,Hybrid,1.3,150000,4,Variator,Front,4,Left wheel,Black,12
45796881,17054,862,HYUNDAI,H1,2011,Universal,Yes,Diesel,2.5,237853,4,Automatic,Front,4,Left wheel,Silver,4
45801349,5300,0,HONDA,Stream,2001,Universal,No,Petrol,2,111000,4,Automatic,Front,4,Right-hand drive,Black,6
45803109,9565,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,42000,4,Automatic,Front,4,Left wheel,Orange,4
45810274,24302,765,CHEVROLET,Malibu,2015,Sedan,Yes,Diesel,2,60618,4,Automatic,Front,4,Left wheel,Black,4
45816654,18817,0,TOYOTA,Camry,2009,Sedan,Yes,Petrol,2.4,230400,4,Automatic,Front,4,Left wheel,Silver,12
45809770,1960,777,NISSAN,Altima,2014,Sedan,Yes,Petrol,2.5,127918,4,Automatic,Front,4,Left wheel,Red,12
